From,To,Distance
GUQE,QYZH,949
GUQE,RDRD,870
GUQE,RKMF,937
GUQE,RZQH,1114
GUQE,SBDW,927
GUQE,SCEY,1081
GUQE,SEA1,4817
GUQE,SGBP,131
GUQE,SHYQ,880
GUQE,SMYU,5693
GUQE,STRL,4759
GUQE,SXHT,989
GUQE,TDHV,424
GUQE,THWA,1051
GUQE,TKXA,1168
GUQE,TMKH,831
GUQE,TYFR,4151
GUQE,UGZX,6464
GUQE,UHGN,485
GUQE,UHHZ,700
GUQE,ULLT,1998
GUQE,UMXB,4069
GUQE,VDYD,275
GUQE,VGHV,6802
GUQE,VKAG,876
GUQE,VLSB,793
GUQE,VRJT,4855
GUQE,VSMR,8177
GUQE,VWLB,3986
GUQE,VYHK,4103
GUQE,WEAS,470
GUQE,WSVC,4682
GUQE,WWYK,228
GUQE,XBGX,4060
GUQE,XDAT,1233
GUQE,XLWU,730
GUQE,XQDT,3785
GUQE,XUMU,1224
GUQE,YAQF,386
GUQE,YTPM,1073
GUQE,YWHG,100
GUQE,ZAWN,954
GUQE,ZFKN,3865
GUQE,ZHTV,543
GUQE,ZJXD,643
GUQE,ZNRE,5408
GUQE,ZRCE,997
GYRZ,AEDY,360
GYRZ,AGGN,4468
GYRZ,AJJY,6371
GYRZ,AJXF,3538
GYRZ,AQLM,4018
GYRZ,ASHE,290
GYRZ,ATXK,2403
GYRZ,AVXV,6491
GYRZ,AWUB,4385
GYRZ,BAEY,4863
GYRZ,BBJM,3935
GYRZ,BJHZ,4623
GYRZ,BPWZ,4822
GYRZ,BQWK,918
GYRZ,BRKR,4102
GYRZ,BWKR,4107
GYRZ,BXUR,3542
GYRZ,CTGC,3781
GYRZ,CWKW,1566
GYRZ,CYWF,3994
GYRZ,CZQZ,4608
GYRZ,DDPF,4497
GYRZ,DESR,4934
GYRZ,DKFX,3893
GYRZ,DNNL,3696
GYRZ,DPNB,3783
GYRZ,DVLK,5527
GYRZ,DYCS,3606
GYRZ,ETZB,5062
GYRZ,EYBD,5536
GYRZ,FAXN,11
GYRZ,FBNV,4940
GYRZ,FGDC,4768
GYRZ,FGWB,4009
GYRZ,FJXT,3476
GYRZ,FNWZ,4591
GYRZ,FTEP,4221
GYRZ,FTEV,4237
GYRZ,FTFA,4228
GYRZ,FTZH,1101
GYRZ,FUQN,925
GYRZ,FUZD,5053
GYRZ,FXSB,4070
GYRZ,GAMH,4400
GYRZ,GHLN,4335
GYRZ,GJKZ,4342
GYRZ,GKVB,407
GYRZ,GUQE,4160
GYRZ,GYRZ,1
GYRZ,HNTK,981
GYRZ,HPBF,938
GYRZ,HTUX,3742
GYRZ,HUUA,4997
GYRZ,JEAH,975
GYRZ,JFSD,3815
GYRZ,JREZ,3316
GYRZ,KJGW,4956
GYRZ,KNMD,6490
GYRZ,KRSM,4528
GYRZ,KWRD,4765
GYRZ,KYJL,4223
GYRZ,KZTV,6490
GYRZ,LEXG,3970
GYRZ,LSGE,4065
GYRZ,LXEZ,5219
GYRZ,LYAX,6480
GYRZ,MAHG,4316
GYRZ,MBPB,4691
GYRZ,MEPJ,4817
GYRZ,MHMV,4675
GYRZ,MQNA,1659
GYRZ,MSET,335
GYRZ,MSQB,4000
GYRZ,MUHJ,3589
GYRZ,MYXZ,4094
GYRZ,NKAK,4226
GYRZ,NNGX,3195
GYRZ,NRCH,2926
GYRZ,NUEX,4915
GYRZ,NVZR,4199
GYRZ,NWXN,1005
GYRZ,NZAS,4197
GYRZ,OPA1,947
GYRZ,PCZP,5030
GYRZ,PJVY,3554
GYRZ,PNQS,4140
GYRZ,PQWY,4470
GYRZ,PRQE,4270
GYRZ,PSXE,3910
GYRZ,PTFL,3410
GYRZ,QFQE,336
GYRZ,QJKL,3826
GYRZ,QJVF,3903
GYRZ,QKJA,5078
GYRZ,QSEU,4089
GYRZ,QYZH,4531
GYRZ,RDRD,3820
GYRZ,RKMF,4852
GYRZ,RZQH,5089
GYRZ,SBDW,3592
GYRZ,SCEY,5018
GYRZ,SEA1,950
GYRZ,SGBP,4071
GYRZ,SHYQ,3480
GYRZ,SMYU,4670
GYRZ,STRL,739
GYRZ,SXHT,4112
GYRZ,TDHV,4440
GYRZ,THWA,3198
GYRZ,TKXA,5066
GYRZ,TMKH,3761
GYRZ,TYFR,52
GYRZ,UGZX,2334
GYRZ,UHGN,4588
GYRZ,UHHZ,4031
GYRZ,ULLT,3975
GYRZ,UMXB,1033
GYRZ,VDYD,3991
GYRZ,VGHV,2803
GYRZ,VKAG,3717
GYRZ,VLSB,3863
GYRZ,VRJT,807
GYRZ,VSMR,5554
GYRZ,VWLB,177
GYRZ,VYHK,73
GYRZ,WEAS,3870
GYRZ,WSVC,877
GYRZ,WWYK,4374
GYRZ,XBGX,765
GYRZ,XDAT,4920
GYRZ,XLWU,4213
GYRZ,XQDT,390
GYRZ,XUMU,5071
GYRZ,YAQF,3775
GYRZ,YTPM,3255
GYRZ,YWHG,4103
GYRZ,ZAWN,3423
GYRZ,ZFKN,298
GYRZ,ZHTV,3745
GYRZ,ZJXD,3536
GYRZ,ZNRE,5058
GYRZ,ZRCE,5020
HNTK,AEDY,1203
HNTK,AGGN,5109
HNTK,AJJY,6994
HNTK,AJXF,4062
HNTK,AQLM,4532
HNTK,ASHE,748
HNTK,ATXK,2155
HNTK,AVXV,7458
HNTK,AWUB,4960
HNTK,BAEY,5688
HNTK,BBJM,4405
HNTK,BJHZ,5208
HNTK,BPWZ,5492
HNTK,BQWK,110
HNTK,BRKR,4634
HNTK,BWKR,4690
HNTK,BXUR,4067
HNTK,CTGC,4391
HNTK,CWKW,1093
HNTK,CYWF,4567
HNTK,CZQZ,5276
HNTK,DDPF,5105
HNTK,DESR,5744
HNTK,DKFX,4363
HNTK,DNNL,4167
HNTK,DPNB,4419
HNTK,DVLK,5893
HNTK,DYCS,4197
HNTK,ETZB,5826
HNTK,EYBD,5894
HNTK,FAXN,970
HNTK,FBNV,5648
HNTK,FGDC,4317
HNTK,FGWB,4527
HNTK,FJXT,3994
HNTK,FNWZ,5215
HNTK,FTEP,4717
HNTK,FTEV,4731
HNTK,FTFA,4722
HNTK,FTZH,126
HNTK,FUQN,70
HNTK,FUZD,5822
HNTK,FXSB,5044
HNTK,GAMH,4954
HNTK,GHLN,5071
HNTK,GJKZ,5192
HNTK,GKVB,1193
HNTK,GUQE,4816
HNTK,GYRZ,981
HNTK,HNTK,1
HNTK,HPBF,68
HNTK,HTUX,4389
HNTK,HUUA,5769
HNTK,JEAH,44
HNTK,JFSD,4566
HNTK,JREZ,3891
HNTK,KJGW,5778
HNTK,KNMD,7456
HNTK,KRSM,5308
HNTK,KWRD,5442
HNTK,KYJL,4601
HNTK,KZTV,7456
HNTK,LEXG,4438
HNTK,LSGE,4515
HNTK,LXEZ,5773
HNTK,LYAX,7446
HNTK,MAHG,4829
HNTK,MBPB,5275
HNTK,MEPJ,5458
HNTK,MHMV,5373
HNTK,MQNA,1811
HNTK,MSET,1193
HNTK,MSQB,4617
HNTK,MUHJ,4085
HNTK,MYXZ,4597
HNTK,NKAK,4815
HNTK,NNGX,3730
HNTK,NRCH,3513
HNTK,NUEX,5644
HNTK,NVZR,4627
HNTK,NWXN,35
HNTK,NZAS,5015
HNTK,OPA1,37
HNTK,PCZP,5797
HNTK,PJVY,4093
HNTK,PNQS,4655
HNTK,PQWY,5340
HNTK,PRQE,4924
HNTK,PSXE,4448
HNTK,PTFL,3935
HNTK,QFQE,1191
HNTK,QJKL,4525
HNTK,QJVF,4678
HNTK,QKJA,5838
HNTK,QSEU,4560
HNTK,QYZH,5346
HNTK,RDRD,4291
HNTK,RKMF,5619
HNTK,RZQH,5848
HNTK,SBDW,4086
HNTK,SCEY,5787
HNTK,SEA1,44
HNTK,SGBP,4750
HNTK,SHYQ,4021
HNTK,SMYU,5312
HNTK,STRL,308
HNTK,SXHT,4528
HNTK,TDHV,5156
HNTK,THWA,3780
HNTK,TKXA,5848
HNTK,TMKH,4253
HNTK,TYFR,949
HNTK,UGZX,1996
HNTK,UHGN,5183
HNTK,UHHZ,4526
HNTK,ULLT,4106
HNTK,UMXB,819
HNTK,VDYD,4602
HNTK,VGHV,2602
HNTK,VKAG,4202
HNTK,VLSB,4350
HNTK,VRJT,329
HNTK,VSMR,5565
HNTK,VWLB,1123
HNTK,VYHK,986
HNTK,WEAS,4449
HNTK,WSVC,135
HNTK,WWYK,5008
HNTK,XBGX,758
HNTK,XDAT,5743
HNTK,XLWU,4694
HNTK,XQDT,1197
HNTK,XUMU,5866
HNTK,YAQF,4447
HNTK,YTPM,3798
HNTK,YWHG,4742
HNTK,ZAWN,3954
HNTK,ZFKN,1163
HNTK,ZHTV,4331
HNTK,ZJXD,4174
HNTK,ZNRE,5786
HNTK,ZRCE,5760
HPBF,AEDY,1147
HPBF,AGGN,5040
HPBF,AJJY,7009
HPBF,AJXF,3993
HPBF,AQLM,4464
HPBF,ASHE,718
HPBF,ATXK,2211
HPBF,AVXV,7405
HPBF,AWUB,4892
HPBF,BAEY,5622
HPBF,BBJM,4338
HPBF,BJHZ,5139
HPBF,BPWZ,5424
HPBF,BQWK,42
HPBF,BRKR,4566
HPBF,BWKR,4622
HPBF,BXUR,3999
HPBF,CTGC,4322
HPBF,CWKW,1151
HPBF,CYWF,4499
HPBF,CZQZ,5208
HPBF,DDPF,5037
HPBF,DESR,5678
HPBF,DKFX,4295
HPBF,DNNL,4099
HPBF,DPNB,4351
HPBF,DVLK,5925
HPBF,DYCS,4129
HPBF,ETZB,5759
HPBF,EYBD,5927
HPBF,FAXN,927
HPBF,FBNV,5580
HPBF,FGDC,4383
HPBF,FGWB,4459
HPBF,FJXT,3926
HPBF,FNWZ,5147
HPBF,FTEP,4649
HPBF,FTEV,4664
HPBF,FTFA,4655
HPBF,FTZH,165
HPBF,FUQN,94
HPBF,FUZD,5755
HPBF,FXSB,4994
HPBF,GAMH,4885
HPBF,GHLN,5003
HPBF,GJKZ,5127
HPBF,GKVB,1135
HPBF,GUQE,4748
HPBF,GYRZ,938
HPBF,HNTK,68
HPBF,HPBF,1
HPBF,HTUX,4321
HPBF,HUUA,5702
HPBF,JEAH,103
HPBF,JFSD,4499
HPBF,JREZ,3822
HPBF,KJGW,5712
HPBF,KNMD,7402
HPBF,KRSM,5241
HPBF,KWRD,5374
HPBF,KYJL,4535
HPBF,KZTV,7402
HPBF,LEXG,4371
HPBF,LSGE,4448
HPBF,LXEZ,5791
HPBF,LYAX,7393
HPBF,MAHG,4761
HPBF,MBPB,5207
HPBF,MEPJ,5468
HPBF,MHMV,5305
HPBF,MQNA,1746
HPBF,MSET,1138
HPBF,MSQB,4548
HPBF,MUHJ,4018
HPBF,MYXZ,4529
HPBF,NKAK,4746
HPBF,NNGX,3662
HPBF,NRCH,3445
HPBF,NUEX,5576
HPBF,NVZR,4560
HPBF,NWXN,103
HPBF,NZAS,4949
HPBF,OPA1,39
HPBF,PCZP,5730
HPBF,PJVY,4025
HPBF,PNQS,4587
HPBF,PQWY,5276
HPBF,PRQE,4856
HPBF,PSXE,4379
HPBF,PTFL,3867
HPBF,QFQE,1136
HPBF,QJKL,4457
HPBF,QJVF,4612
HPBF,QKJA,5771
HPBF,QSEU,4493
HPBF,QYZH,5280
HPBF,RDRD,4224
HPBF,RKMF,5552
HPBF,RZQH,5781
HPBF,SBDW,4018
HPBF,SCEY,5719
HPBF,SEA1,84
HPBF,SGBP,4682
HPBF,SHYQ,3953
HPBF,SMYU,5322
HPBF,STRL,306
HPBF,SXHT,4461
HPBF,TDHV,5088
HPBF,THWA,3712
HPBF,TKXA,5781
HPBF,TMKH,4185
HPBF,TYFR,903
HPBF,UGZX,2055
HPBF,UHGN,5114
HPBF,UHHZ,4459
HPBF,ULLT,4047
HPBF,UMXB,755
HPBF,VDYD,4534
HPBF,VGHV,2657
HPBF,VKAG,4134
HPBF,VLSB,4283
HPBF,VRJT,347
HPBF,VSMR,5616
HPBF,VWLB,1075
HPBF,VYHK,939
HPBF,WEAS,4380
HPBF,WSVC,70
HPBF,WWYK,4939
HPBF,XBGX,690
HPBF,XDAT,5678
HPBF,XLWU,4626
HPBF,XQDT,1139
HPBF,XUMU,5800
HPBF,YAQF,4379
HPBF,YTPM,3729
HPBF,YWHG,4674
HPBF,ZAWN,3886
HPBF,ZFKN,1109
HPBF,ZHTV,4262
HPBF,ZJXD,4105
HPBF,ZNRE,5788
HPBF,ZRCE,5692
HTUX,AEDY,3386
HTUX,AGGN,728
HTUX,AJJY,6362
HTUX,AJXF,560
HTUX,AQLM,582
HTUX,ASHE,4016
HTUX,ATXK,6086
HTUX,AVXV,3695
HTUX,AWUB,684
HTUX,BAEY,1532
HTUX,BBJM,715
HTUX,BJHZ,898
HTUX,BPWZ,1103
HTUX,BQWK,4279
HTUX,BRKR,566
HTUX,BWKR,430
HTUX,BXUR,553
HTUX,CTGC,159
HTUX,CWKW,5298
HTUX,CYWF,377
HTUX,CZQZ,887
HTUX,DDPF,760
HTUX,DESR,1531
HTUX,DKFX,708
HTUX,DNNL,706
HTUX,DPNB,58
HTUX,DVLK,7004
HTUX,DYCS,285
HTUX,ETZB,1503
HTUX,EYBD,7032
HTUX,FAXN,3749
HTUX,FBNV,1268
HTUX,FGDC,8445
HTUX,FGWB,565
HTUX,FJXT,609
HTUX,FNWZ,849
HTUX,FTEP,741
HTUX,FTEV,753
HTUX,FTFA,751
HTUX,FTZH,4443
HTUX,FUQN,4380
HTUX,FUZD,1507
HTUX,FXSB,2429
HTUX,GAMH,732
HTUX,GHLN,766
HTUX,GJKZ,1285
HTUX,GKVB,3353
HTUX,GUQE,427
HTUX,GYRZ,3742
HTUX,HNTK,4389
HTUX,HPBF,4321
HTUX,HTUX,1
HTUX,HUUA,1464
HTUX,JEAH,4416
HTUX,JFSD,502
HTUX,JREZ,550
HTUX,KJGW,1594
HTUX,KNMD,3689
HTUX,KRSM,1080
HTUX,KWRD,1053
HTUX,KYJL,1111
HTUX,KZTV,3689
HTUX,LEXG,731
HTUX,LSGE,819
HTUX,LXEZ,6228
HTUX,LYAX,3677
HTUX,MAHG,754
HTUX,MBPB,964
HTUX,MEPJ,5727
HTUX,MHMV,994
HTUX,MQNA,2723
HTUX,MSET,3410
HTUX,MSQB,276
HTUX,MUHJ,637
HTUX,MYXZ,652
HTUX,NKAK,521
HTUX,NNGX,749
HTUX,NRCH,885
HTUX,NUEX,1283
HTUX,NVZR,943
HTUX,NWXN,4424
HTUX,NZAS,1022
HTUX,OPA1,4356
HTUX,PCZP,1480
HTUX,PJVY,497
HTUX,PNQS,638
HTUX,PQWY,1482
HTUX,PRQE,536
HTUX,PSXE,465
HTUX,PTFL,625
HTUX,QFQE,3408
HTUX,QJKL,259
HTUX,QJVF,654
HTUX,QKJA,1506
HTUX,QSEU,753
HTUX,QYZH,1228
HTUX,RDRD,698
HTUX,RKMF,1317
HTUX,RZQH,1515
HTUX,SBDW,645
HTUX,SCEY,1473
HTUX,SEA1,4390
HTUX,SGBP,375
HTUX,SHYQ,528
HTUX,SMYU,5664
HTUX,STRL,4333
HTUX,SXHT,951
HTUX,TDHV,804
HTUX,THWA,635
HTUX,TKXA,1554
HTUX,TMKH,624
HTUX,TYFR,3731
HTUX,UGZX,6057
HTUX,UHGN,857
HTUX,UHHZ,651
HTUX,ULLT,1864
HTUX,UMXB,3645
HTUX,VDYD,279
HTUX,VGHV,6421
HTUX,VKAG,650
HTUX,VLSB,642
HTUX,VRJT,4429
HTUX,VSMR,8092
HTUX,VWLB,3569
HTUX,VYHK,3684
HTUX,WEAS,303
HTUX,WSVC,4255
HTUX,WWYK,632
HTUX,XBGX,3633
HTUX,XDAT,1571
HTUX,XLWU,781
HTUX,XQDT,3364
HTUX,XUMU,1600
HTUX,YAQF,119
HTUX,YTPM,683
HTUX,YWHG,361
HTUX,ZAWN,597
HTUX,ZFKN,3446
HTUX,ZHTV,256
HTUX,ZJXD,216
HTUX,ZNRE,5446
HTUX,ZRCE,1405
HUUA,AEDY,4661
HUUA,AGGN,897
HUUA,AJJY,5325
HUUA,AJXF,1957
HUUA,AQLM,1637
HUUA,ASHE,5285
HUUA,ATXK,7117
HUUA,AVXV,2287
HUUA,AWUB,1195
HUUA,BAEY,335
HUUA,BBJM,1835
HUUA,BJHZ,1035
HUUA,BPWZ,578
HUUA,BQWK,5662
HUUA,BRKR,1524
HUUA,BWKR,1347
HUUA,BXUR,1950
HUUA,CTGC,1526
HUUA,CWKW,6553
HUUA,CYWF,1463
HUUA,CZQZ,698
HUUA,DDPF,1004
HUUA,DESR,228
HUUA,DKFX,1862
HUUA,DNNL,1991
HUUA,DPNB,1455
HUUA,DVLK,6371
HUUA,DYCS,1723
HUUA,ETZB,77
HUUA,EYBD,6400
HUUA,FAXN,5005
HUUA,FBNV,358
HUUA,FGDC,9099
HUUA,FGWB,1630
HUUA,FJXT,2021
HUUA,FNWZ,889
HUUA,FTEP,1577
HUUA,FTEV,1573
HUUA,FTFA,1580
HUUA,FTZH,5838
HUUA,FUQN,5750
HUUA,FUZD,58
HUUA,FXSB,2029
HUUA,GAMH,1267
HUUA,GHLN,712
HUUA,GJKZ,782
HUUA,GKVB,4644
HUUA,GUQE,1077
HUUA,GYRZ,4997
HUUA,HNTK,5769
HUUA,HPBF,5702
HUUA,HTUX,1464
HUUA,HUUA,1
HUUA,JEAH,5791
HUUA,JFSD,1203
HUUA,JREZ,2013
HUUA,KJGW,295
HUUA,KNMD,2280
HUUA,KRSM,468
HUUA,KWRD,574
HUUA,KYJL,1992
HUUA,KZTV,2280
HUUA,LEXG,1821
HUUA,LSGE,1825
HUUA,LXEZ,5622
HUUA,LYAX,2268
HUUA,MAHG,1462
HUUA,MBPB,1008
HUUA,MEPJ,5228
HUUA,MHMV,533
HUUA,MQNA,4181
HUUA,MSET,4681
HUUA,MSQB,1324
HUUA,MUHJ,1994
HUUA,MYXZ,1627
HUUA,NKAK,1246
HUUA,NNGX,2209
HUUA,NRCH,2335
HUUA,NUEX,257
HUUA,NVZR,1831
HUUA,NWXN,5804
HUUA,NZAS,824
HUUA,OPA1,5734
HUUA,PCZP,43
HUUA,PJVY,1903
HUUA,PNQS,1558
HUUA,PQWY,788
HUUA,PRQE,994
HUUA,PSXE,1637
HUUA,PTFL,2057
HUUA,QFQE,4681
HUUA,QJKL,1272
HUUA,QJVF,1096
HUUA,QKJA,104
HUUA,QSEU,1737
HUUA,QYZH,512
HUUA,RDRD,1906
HUUA,RKMF,152
HUUA,RZQH,114
HUUA,SBDW,1998
HUUA,SCEY,31
HUUA,SEA1,5763
HUUA,SGBP,1091
HUUA,SHYQ,1956
HUUA,SMYU,5222
HUUA,STRL,5665
HUUA,SXHT,1917
HUUA,TDHV,662
HUUA,THWA,2098
HUUA,TKXA,91
HUUA,TMKH,1884
HUUA,TYFR,4998
HUUA,UGZX,7160
HUUA,UHGN,1010
HUUA,UHHZ,1691
HUUA,ULLT,2921
HUUA,UMXB,5072
HUUA,VDYD,1349
HUUA,VGHV,7332
HUUA,VKAG,1934
HUUA,VLSB,1827
HUUA,VRJT,5756
HUUA,VSMR,7653
HUUA,VWLB,4819
HUUA,VYHK,4950
HUUA,WEAS,1542
HUUA,WSVC,5634
HUUA,WWYK,986
HUUA,XBGX,5029
HUUA,XDAT,311
HUUA,XLWU,1634
HUUA,XQDT,4650
HUUA,XUMU,159
HUUA,YAQF,1376
HUUA,YTPM,2141
HUUA,YWHG,1175
HUUA,ZAWN,2030
HUUA,ZFKN,4717
HUUA,ZHTV,1620
HUUA,ZJXD,1673
HUUA,ZNRE,4805
HUUA,ZRCE,182
JEAH,AEDY,1209
JEAH,AGGN,5137
JEAH,AJJY,6956
JEAH,AJXF,4093
JEAH,AQLM,4565
JEAH,ASHE,735
JEAH,ATXK,2113
JEAH,AVXV,7460
JEAH,AWUB,4991
JEAH,BAEY,5706
JEAH,BBJM,4439
JEAH,BJHZ,5238
JEAH,BPWZ,5519
JEAH,BQWK,144
JEAH,BRKR,4666
JEAH,BWKR,4720
JEAH,BXUR,4099
JEAH,CTGC,4419
JEAH,CWKW,1051
JEAH,CYWF,4598
JEAH,CZQZ,5303
JEAH,DDPF,5135
JEAH,DESR,5763
JEAH,DKFX,4397
JEAH,DNNL,4200
JEAH,DPNB,4446
JEAH,DVLK,5850
JEAH,DYCS,4226
JEAH,ETZB,5849
JEAH,EYBD,5851
JEAH,FAXN,965
JEAH,FBNV,5673
JEAH,FGDC,4281
JEAH,FGWB,4560
JEAH,FJXT,4026
JEAH,FNWZ,5244
JEAH,FTEP,4750
JEAH,FTEV,4765
JEAH,FTFA,4756
JEAH,FTZH,151
JEAH,FUQN,51
JEAH,FUZD,5844
JEAH,FXSB,5043
JEAH,GAMH,4985
JEAH,GHLN,5094
JEAH,GJKZ,5208
JEAH,GKVB,1202
JEAH,GUQE,4843
JEAH,GYRZ,975
JEAH,HNTK,44
JEAH,HPBF,103
JEAH,HTUX,4416
JEAH,HUUA,5791
JEAH,JEAH,1
JEAH,JFSD,4588
JEAH,JREZ,3920
JEAH,KJGW,5796
JEAH,KNMD,7458
JEAH,KRSM,5329
JEAH,KWRD,5469
JEAH,KYJL,4638
JEAH,KZTV,7458
JEAH,LEXG,4472
JEAH,LSGE,4550
JEAH,LXEZ,5733
JEAH,LYAX,7448
JEAH,MAHG,4862
JEAH,MBPB,5306
JEAH,MEPJ,5421
JEAH,MHMV,5399
JEAH,MQNA,1848
JEAH,MSET,1198
JEAH,MSQB,4646
JEAH,MUHJ,4118
JEAH,MYXZ,4630
JEAH,NKAK,4845
JEAH,NNGX,3761
JEAH,NRCH,3542
JEAH,NUEX,5668
JEAH,NVZR,4662
JEAH,NWXN,36
JEAH,NZAS,5033
JEAH,OPA1,64
JEAH,PCZP,5819
JEAH,PJVY,4124
JEAH,PNQS,4687
JEAH,PQWY,5354
JEAH,PRQE,4952
JEAH,PSXE,4479
JEAH,PTFL,3966
JEAH,QFQE,1197
JEAH,QJKL,4550
JEAH,QJVF,4699
JEAH,QKJA,5861
JEAH,QSEU,4594
JEAH,QYZH,5364
JEAH,RDRD,4325
JEAH,RKMF,5641
JEAH,RZQH,5871
JEAH,SBDW,4119
JEAH,SCEY,5809
JEAH,SEA1,28
JEAH,SGBP,4776
JEAH,SHYQ,4052
JEAH,SMYU,5276
JEAH,STRL,281
JEAH,SXHT,4563
JEAH,TDHV,5180
JEAH,THWA,3809
JEAH,TKXA,5869
JEAH,TMKH,4286
JEAH,TYFR,945
JEAH,UGZX,1955
JEAH,UHGN,5213
JEAH,UHHZ,4560
JEAH,ULLT,4148
JEAH,UMXB,857
JEAH,VDYD,4631
JEAH,VGHV,2559
JEAH,VKAG,4235
JEAH,VLSB,4384
JEAH,VRJT,293
JEAH,VSMR,5521
JEAH,VWLB,1122
JEAH,VYHK,984
JEAH,WEAS,4479
JEAH,WSVC,161
JEAH,WWYK,5036
JEAH,XBGX,788
JEAH,XDAT,5762
JEAH,XLWU,4728
JEAH,XQDT,1204
JEAH,XUMU,5887
JEAH,YAQF,4473
JEAH,YTPM,3828
JEAH,YWHG,4770
JEAH,ZAWN,3985
JEAH,ZFKN,1167
JEAH,ZHTV,4360
JEAH,ZJXD,4201
JEAH,ZNRE,5752
JEAH,ZRCE,5784
JFSD,AEDY,3472
JFSD,AGGN,803
JFSD,AJJY,5861
JFSD,AJXF,1050
JFSD,AQLM,1041
JFSD,ASHE,4101
JFSD,ATXK,6054
JFSD,AVXV,3302
JFSD,AWUB,944
JFSD,BAEY,1170
JFSD,BBJM,1200
JFSD,BJHZ,1067
JFSD,BPWZ,1051
JFSD,BQWK,4459
JFSD,BRKR,990
JFSD,BWKR,793
JFSD,BXUR,1043
JFSD,CTGC,654
JFSD,CWKW,5380
JFSD,CYWF,808
JFSD,CZQZ,858
JFSD,DDPF,912
JFSD,DESR,1201
JFSD,DKFX,1199
JFSD,DNNL,1208
JFSD,DPNB,541
JFSD,DVLK,6527
JFSD,DYCS,772
JFSD,ETZB,1261
JFSD,EYBD,6556
JFSD,FAXN,3823
JFSD,FBNV,1130
JFSD,FGDC,8330
JFSD,FGWB,1024
JFSD,FJXT,1090
JFSD,FNWZ,940
JFSD,FTEP,1154
JFSD,FTEV,1163
JFSD,FTFA,1163
JFSD,FTZH,4635
JFSD,FUQN,4547
JFSD,FUZD,1256
JFSD,FXSB,1934
JFSD,GAMH,1023
JFSD,GHLN,520
JFSD,GJKZ,819
JFSD,GKVB,3451
JFSD,GUQE,547
JFSD,GYRZ,3815
JFSD,HNTK,4566
JFSD,HPBF,4499
JFSD,HTUX,502
JFSD,HUUA,1203
JFSD,JEAH,4588
JFSD,JFSD,1
JFSD,JREZ,967
JFSD,KJGW,1248
JFSD,KNMD,3296
JFSD,KRSM,747
JFSD,KWRD,990
JFSD,KYJL,1571
JFSD,KZTV,3296
JFSD,LEXG,1211
JFSD,LSGE,1288
JFSD,LXEZ,5748
JFSD,LYAX,3284
JFSD,MAHG,1124
JFSD,MBPB,1116
JFSD,MEPJ,5256
JFSD,MHMV,879
JFSD,MQNA,3024
JFSD,MSET,3493
JFSD,MSQB,633
JFSD,MUHJ,1135
JFSD,MYXZ,1096
JFSD,NKAK,818
JFSD,NNGX,1165
JFSD,NRCH,1198
JFSD,NUEX,1100
JFSD,NVZR,1393
JFSD,NWXN,4601
JFSD,NZAS,559
JFSD,OPA1,4531
JFSD,PCZP,1231
JFSD,PJVY,987
JFSD,PNQS,1062
JFSD,PQWY,1018
JFSD,PRQE,621
JFSD,PSXE,943
JFSD,PTFL,1093
JFSD,QFQE,3493
JFSD,QJKL,254
JFSD,QJVF,161
JFSD,QKJA,1274
JFSD,QSEU,1211
JFSD,QYZH,832
JFSD,RDRD,1196
JFSD,RKMF,1053
JFSD,RZQH,1284
JFSD,SBDW,1143
JFSD,SCEY,1221
JFSD,SEA1,4560
JFSD,SGBP,416
JFSD,SHYQ,1004
JFSD,SMYU,5200
JFSD,STRL,4467
JFSD,SXHT,1420
JFSD,TDHV,636
JFSD,THWA,1013
JFSD,TKXA,1283
JFSD,TMKH,1125
JFSD,TYFR,3813
JFSD,UGZX,6059
JFSD,UHGN,1014
JFSD,UHHZ,1114
JFSD,ULLT,2364
JFSD,UMXB,3878
JFSD,VDYD,655
JFSD,VGHV,6341
JFSD,VKAG,1152
JFSD,VLSB,1135
JFSD,VRJT,4559
JFSD,VSMR,7663
JFSD,VWLB,3638
JFSD,VYHK,3765
JFSD,WEAS,779
JFSD,WSVC,4431
JFSD,WWYK,754
JFSD,XBGX,3827
JFSD,XDAT,1219
JFSD,XLWU,1205
JFSD,XQDT,3458
JFSD,XUMU,1307
JFSD,YAQF,385
JFSD,YTPM,1109
JFSD,YWHG,580
JFSD,ZAWN,1066
JFSD,ZFKN,3530
JFSD,ZHTV,757
JFSD,ZJXD,621
JFSD,ZNRE,4958
JFSD,ZRCE,1207
JREZ,AEDY,2956
JREZ,AGGN,1225
JREZ,AJJY,6761
JREZ,AJXF,274
JREZ,AQLM,715
JREZ,ASHE,3577
JREZ,ATXK,5705
JREZ,AVXV,4238
JREZ,AWUB,1077
JREZ,BAEY,2076
JREZ,BBJM,693
JREZ,BJHZ,1323
JREZ,BPWZ,1618
JREZ,BQWK,3781
JREZ,BRKR,788
JREZ,BWKR,802
JREZ,BXUR,274
JREZ,CTGC,506
JREZ,CWKW,4847
JREZ,CYWF,683
JREZ,CZQZ,1406
JREZ,DDPF,1215
JREZ,DESR,2080
JREZ,DKFX,658
JREZ,DNNL,505
JREZ,DPNB,559
JREZ,DVLK,7216
JREZ,DYCS,308
JREZ,ETZB,2050
JREZ,EYBD,7243
JREZ,FAXN,3322
JREZ,FBNV,1801
JREZ,FGDC,8080
JREZ,FGWB,704
JREZ,FJXT,246
JREZ,FNWZ,1325
