Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
SRC,01847A000,1,3,W,DF2,0.367,0.367,0.367,0.367
SRC,01847A000,1,7,"","",46.245,0,0,0
SRC,01847A000,1,9,"","",0,0,0,0
SRC,01847A000,3,3,A,JP8,24.224,24.224,24.224,24.224
SRC,01847A000,3,3,W,DF2,0.327,0.327,0.327,0.327
SRC,01847A000,3,7,"","",69.939,9.959,0.265,0.143
SRC,01847A000,3,9,"","",0,0,0,0
SRC,01848A000,1,3,A,JP8,17.985,17.985,17.985,17.985
SRC,01848A000,1,3,W,DF2,0.576,0.576,0.576,0.576
SRC,01848A000,1,7,"","",37.106,0,0,0
SRC,01848A000,1,9,"","",0.045,0.045,0.045,0.045
SRC,01848A000,3,3,A,JP8,17.985,17.985,17.985,17.985
SRC,01848A000,3,3,W,DF2,0.47,0.47,0.47,0.47
SRC,01848A000,3,7,"","",60.833,8.409,0.576,0.318
SRC,01848A000,3,9,"","",0.045,0.045,0.045,0.045
SRC,01849A000,1,3,A,JP8,8.17,8.17,8.17,8.17
SRC,01849A000,1,3,W,DF2,3.695,3.695,3.695,3.695
SRC,01849A000,1,3,W,MG1,0.128,0.128,0.128,0.128
SRC,01849A000,1,7,"","",1.078,0,0,0
SRC,01849A000,1,9,"","",0.064,0.064,0.064,0.064
SRC,01849A000,3,3,A,JP8,8.17,8.17,8.17,8.17
SRC,01849A000,3,3,W,DF2,3.277,3.277,3.277,3.277
SRC,01849A000,3,3,W,MG1,0.128,0.128,0.128,0.128
SRC,01849A000,3,7,"","",52.22,2.433,1.128,0.73
SRC,01849A000,3,9,"","",0.064,0.064,0.064,0.064
SRC,01855A000,1,3,A,JP8,44.598,44.598,44.598,44.598
SRC,01855A000,1,3,W,DF2,4.475,4.475,4.475,4.475
SRC,01855A000,1,3,W,MG1,2.156,2.156,2.156,2.156
SRC,01855A000,1,7,"","",5.465,0.04,0.02,0.013
SRC,01855A000,1,9,"","",0.359,0.359,0.359,0.359
SRC,01855A000,3,3,A,JP8,44.598,44.598,44.598,44.598
SRC,01855A000,3,3,W,DF2,4.02,4.02,4.02,4.02
SRC,01855A000,3,3,W,MG1,2.143,2.143,2.143,2.143
SRC,01855A000,3,7,"","",103.292,4.033,2.066,1.199
SRC,01855A000,3,9,"","",0.359,0.359,0.359,0.359
SRC,01856A000,1,3,W,DF2,8.297,8.297,8.297,8.297
SRC,01856A000,1,3,W,MG1,5.484,5.484,5.484,5.484
SRC,01856A000,1,7,"","",5.198,0,0,0
SRC,01856A000,1,9,"","",0.484,0.484,0.484,0.484
SRC,01856A000,3,3,W,DF2,6.978,6.978,6.978,6.978
SRC,01856A000,3,3,W,MG1,5.484,5.484,5.484,5.484
SRC,01856A000,3,7,"","",43.055,7.505,4.22,2.319
SRC,01856A000,3,9,"","",0.484,0.484,0.484,0.484
SRC,01857A100,1,3,A,JP8,111.22,111.22,111.22,111.22
SRC,01857A100,1,3,W,DF2,0.366,0.366,0.366,0.366
SRC,01857A100,1,7,"","",6.927,0,0,0
SRC,01857A100,1,9,"","",0.951,0.951,0.951,0.951
SRC,01857A100,3,3,A,JP8,111.22,111.22,111.22,111.22
SRC,01857A100,3,3,W,DF2,0.317,0.317,0.317,0.317
SRC,01857A100,3,7,"","",95,0.537,0.244,0.146
SRC,01857A100,3,9,"","",0.951,0.951,0.951,0.951
SRC,01857A200,1,3,A,JP8,59.729,59.729,59.729,59.729
SRC,01857A200,1,3,W,DF2,1.248,1.248,1.248,1.248
SRC,01857A200,1,3,W,MG1,0.434,0.434,0.434,0.434
SRC,01857A200,1,7,"","",3.814,0.085,0.047,0.031
SRC,01857A200,1,9,"","",0.512,0.512,0.512,0.512
SRC,01857A200,3,3,A,JP8,59.729,59.729,59.729,59.729
SRC,01857A200,3,3,W,DF2,1.209,1.209,1.209,1.209
SRC,01857A200,3,3,W,MG1,0.403,0.403,0.403,0.403
SRC,01857A200,3,7,"","",84.14,1.047,0.45,0.264
SRC,01857A200,3,9,"","",0.512,0.512,0.512,0.512
SRC,01859A000,1,3,A,JP8,10.868,10.868,10.868,10.868
SRC,01859A000,1,3,W,DF2,5.311,5.311,5.311,5.311
SRC,01859A000,1,3,W,MG1,1.406,1.406,1.406,1.406
SRC,01859A000,1,7,"","",4.651,0.104,0.057,0.038
SRC,01859A000,1,9,"","",0.123,0.123,0.123,0.123
SRC,01859A000,3,3,A,JP8,10.868,10.868,10.868,10.868
SRC,01859A000,3,3,W,DF2,5.17,5.17,5.17,5.17
SRC,01859A000,3,3,W,MG1,1.368,1.368,1.368,1.368
SRC,01859A000,3,7,"","",149.34,4.575,2.066,1.311
SRC,01859A000,3,9,"","",0.123,0.123,0.123,0.123
SRC,01925A000,1,3,A,JP8,1.532,1.532,1.532,1.532
SRC,01925A000,1,3,W,DF2,4.488,4.488,4.488,4.488
SRC,01925A000,1,3,W,MG1,0.715,0.715,0.715,0.715
SRC,01925A000,1,7,"","",3.731,0.103,0.058,0.036
SRC,01925A000,1,9,"","",0.045,0.045,0.045,0.045
SRC,01925A000,3,3,A,JP8,1.532,1.532,1.532,1.532
SRC,01925A000,3,3,W,DF2,5.033,5.033,5.033,5.033
SRC,01925A000,3,3,W,MG1,0.728,0.728,0.728,0.728
SRC,01925A000,3,7,"","",62.422,4.046,1.541,0.973
SRC,01925A000,3,9,"","",0.045,0.045,0.045,0.045
SRC,01926A000,1,3,W,DF2,19.306,19.306,19.306,19.306
SRC,01926A000,1,3,W,MG1,7.388,7.388,7.388,7.388
SRC,01926A000,1,7,"","",21.553,0,0,0
SRC,01926A000,1,9,"","",0.035,0.035,0.035,0.035
SRC,01926A000,3,3,W,DF2,28.259,28.259,28.259,28.259
SRC,01926A000,3,3,W,MG1,7.388,7.388,7.388,7.388
SRC,01926A000,3,7,"","",45,10.494,1.212,0.718
SRC,01926A000,3,9,"","",0.035,0.035,0.035,0.035
SRC,01927A100,1,3,A,JP8,1.553,1.553,1.553,1.553
SRC,01927A100,1,3,W,DF2,2.96,2.96,2.96,2.96
SRC,01927A100,1,3,W,MG1,0.159,0.159,0.159,0.159
SRC,01927A100,1,7,"","",2.237,0.105,0.059,0.038
SRC,01927A100,1,9,"","",0.043,0.043,0.043,0.043
SRC,01927A100,3,3,A,JP8,1.553,1.553,1.553,1.553
SRC,01927A100,3,3,W,DF2,2.825,2.825,2.825,2.825
SRC,01927A100,3,3,W,MG1,0.173,0.173,0.173,0.173
SRC,01927A100,3,7,"","",59.248,3.261,1.442,0.914
SRC,01927A100,3,9,"","",0.043,0.043,0.043,0.043
SRC,01927A200,1,3,A,JP8,1.745,1.745,1.745,1.745
SRC,01927A200,1,3,W,DF2,3.321,3.321,3.321,3.321
SRC,01927A200,1,3,W,MG1,0.179,0.179,0.179,0.179
SRC,01927A200,1,7,"","",2.345,0.118,0.067,0.042
SRC,01927A200,1,9,"","",0.045,0.045,0.045,0.045
SRC,01927A200,3,3,A,JP8,1.745,1.745,1.745,1.745
SRC,01927A200,3,3,W,DF2,3.173,3.173,3.173,3.173
SRC,01927A200,3,3,W,MG1,0.194,0.194,0.194,0.194
SRC,01927A200,3,7,"","",66.136,3.624,1.609,1.021
SRC,01927A200,3,9,"","",0.045,0.045,0.045,0.045
SRC,01933A100,1,3,A,JP8,2.679,2.679,2.679,2.679
SRC,01933A100,1,3,W,DF2,3.209,3.209,3.209,3.209
SRC,01933A100,1,3,W,MG1,0.186,0.186,0.186,0.186
SRC,01933A100,1,7,"","",3.34,0.181,0.102,0.065
SRC,01933A100,1,9,"","",0.056,0.056,0.056,0.056
SRC,01933A100,3,3,A,JP8,2.679,2.679,2.679,2.679
SRC,01933A100,3,3,W,DF2,3.112,3.112,3.112,3.112
SRC,01933A100,3,3,W,MG1,0.195,0.195,0.195,0.195
SRC,01933A100,3,7,"","",78.074,3.54,1.521,0.963
SRC,01933A100,3,9,"","",0.056,0.056,0.056,0.056
SRC,01933A200,1,3,A,JP8,2.462,2.462,2.462,2.462
SRC,01933A200,1,3,W,DF2,3.179,3.179,3.179,3.179
SRC,01933A200,1,3,W,MG1,0.107,0.107,0.107,0.107
SRC,01933A200,1,7,"","",2.927,0.167,0.094,0.06
SRC,01933A200,1,9,"","",0.051,0.051,0.051,0.051
SRC,01933A200,3,3,A,JP8,2.462,2.462,2.462,2.462
SRC,01933A200,3,3,W,DF2,3.085,3.085,3.085,3.085
SRC,01933A200,3,3,W,MG1,0.115,0.115,0.115,0.115
SRC,01933A200,3,7,"","",79.44,3.688,1.59,1.009
SRC,01933A200,3,9,"","",0.051,0.051,0.051,0.051
SRC,01933A300,1,3,A,JP8,2.515,2.515,2.515,2.515
SRC,01933A300,1,3,W,DF2,3.201,3.201,3.201,3.201
SRC,01933A300,1,3,W,MG1,0.175,0.175,0.175,0.175
SRC,01933A300,1,7,"","",3.087,0.17,0.096,0.061
SRC,01933A300,1,9,"","",0.052,0.052,0.052,0.052
SRC,01933A300,3,3,A,JP8,2.515,2.515,2.515,2.515
SRC,01933A300,3,3,W,DF2,3.118,3.118,3.118,3.118
SRC,01933A300,3,3,W,MG1,0.183,0.183,0.183,0.183
SRC,01933A300,3,7,"","",80.044,3.437,1.459,0.926
SRC,01933A300,3,9,"","",0.052,0.052,0.052,0.052
SRC,01933A400,1,3,A,JP8,2.595,2.595,2.595,2.595
SRC,01933A400,1,3,W,DF2,3.135,3.135,3.135,3.135
SRC,01933A400,1,3,W,MG1,0.18,0.18,0.18,0.18
SRC,01933A400,1,7,"","",3.135,0.176,0.099,0.063
SRC,01933A400,1,9,"","",0.054,0.054,0.054,0.054
SRC,01933A400,3,3,A,JP8,2.595,2.595,2.595,2.595
SRC,01933A400,3,3,W,DF2,3.036,3.036,3.036,3.036
SRC,01933A400,3,3,W,MG1,0.189,0.189,0.189,0.189
SRC,01933A400,3,7,"","",80.739,3.599,1.572,0.995
SRC,01933A400,3,9,"","",0.054,0.054,0.054,0.054
SRC,01933A500,1,3,A,JP8,2.295,2.295,2.295,2.295
SRC,01933A500,1,3,W,DF2,2.785,2.785,2.785,2.785
SRC,01933A500,1,3,W,MG1,0.1,0.1,0.1,0.1
SRC,01933A500,1,7,"","",2.777,0.155,0.088,0.056
SRC,01933A500,1,9,"","",0.048,0.048,0.048,0.048
SRC,01933A500,3,3,A,JP8,2.295,2.295,2.295,2.295
SRC,01933A500,3,3,W,DF2,2.693,2.693,2.693,2.693
SRC,01933A500,3,3,W,MG1,0.108,0.108,0.108,0.108
SRC,01933A500,3,7,"","",74.151,3.422,1.482,0.94
SRC,01933A500,3,9,"","",0.048,0.048,0.048,0.048
SRC,01933F000,1,3,A,JP8,2.472,2.472,2.472,2.472
SRC,01933F000,1,3,W,DF2,3.403,3.403,3.403,3.403
SRC,01933F000,1,3,W,MG1,0.107,0.107,0.107,0.107
SRC,01933F000,1,7,"","",2.807,0.167,0.094,0.06
SRC,01933F000,1,9,"","",0.052,0.052,0.052,0.052
SRC,01933F000,3,3,A,JP8,2.472,2.472,2.472,2.472
SRC,01933F000,3,3,W,DF2,3.318,3.318,3.318,3.318
SRC,01933F000,3,3,W,MG1,0.116,0.116,0.116,0.116
SRC,01933F000,3,7,"","",80.704,3.927,1.695,1.073
SRC,01933F000,3,9,"","",0.052,0.052,0.052,0.052
SRC,01933L100,1,3,A,JP8,5.485,5.485,5.485,5.485
SRC,01933L100,1,3,W,DF2,4.403,4.403,4.403,4.403
SRC,01933L100,1,3,W,MG1,0.328,0.328,0.328,0.328
SRC,01933L100,1,7,"","",4.675,0.187,0.101,0.067
SRC,01933L100,1,9,"","",0.097,0.097,0.097,0.097
SRC,01933L100,3,3,A,JP8,5.485,5.485,5.485,5.485
SRC,01933L100,3,3,W,DF2,4.91,4.91,4.91,4.91
SRC,01933L100,3,3,W,MG1,0.313,0.313,0.313,0.313
SRC,01933L100,3,7,"","",67.451,3.896,1.459,1.075
SRC,01933L100,3,9,"","",0.097,0.097,0.097,0.097
SRC,01933L200,1,3,A,JP8,5.698,5.698,5.698,5.698
SRC,01933L200,1,3,W,DF2,4.574,4.574,4.574,4.574
SRC,01933L200,1,3,W,MG1,0.36,0.36,0.36,0.36
SRC,01933L200,1,7,"","",4.783,0.194,0.105,0.07
SRC,01933L200,1,9,"","",0.101,0.101,0.101,0.101
SRC,01933L200,3,3,A,JP8,5.698,5.698,5.698,5.698
SRC,01933L200,3,3,W,DF2,5.101,5.101,5.101,5.101
SRC,01933L200,3,3,W,MG1,0.349,0.349,0.349,0.349
SRC,01933L200,3,7,"","",69.523,3.926,1.492,1.109
SRC,01933L200,3,9,"","",0.101,0.101,0.101,0.101
SRC,01933L300,1,3,A,JP8,6.476,6.476,6.476,6.476
SRC,01933L300,1,3,W,DF2,5.229,5.229,5.229,5.229
SRC,01933L300,1,3,W,MG1,0.388,0.388,0.388,0.388
SRC,01933L300,1,7,"","",5.392,0.22,0.119,0.079
SRC,01933L300,1,9,"","",0.115,0.115,0.115,0.115
SRC,01933L300,3,3,A,JP8,6.476,6.476,6.476,6.476
SRC,01933L300,3,3,W,DF2,5.819,5.819,5.819,5.819
SRC,01933L300,3,3,W,MG1,0.37,0.37,0.37,0.37
SRC,01933L300,3,7,"","",79.683,4.59,1.731,1.286
SRC,01933L300,3,9,"","",0.115,0.115,0.115,0.115
SRC,01933L400,1,3,A,JP8,6.447,6.447,6.447,6.447
SRC,01933L400,1,3,W,DF2,5.368,5.368,5.368,5.368
SRC,01933L400,1,3,W,MG1,0.408,0.408,0.408,0.408
SRC,01933L400,1,7,"","",5.368,0.219,0.118,0.079
SRC,01933L400,1,9,"","",0.114,0.114,0.114,0.114
SRC,01933L400,3,3,A,JP8,6.447,6.447,6.447,6.447
SRC,01933L400,3,3,W,DF2,5.969,5.969,5.969,5.969
SRC,01933L400,3,3,W,MG1,0.395,0.395,0.395,0.395
SRC,01933L400,3,7,"","",79.746,4.789,1.781,1.316
SRC,01933L400,3,9,"","",0.114,0.114,0.114,0.114
SRC,01943A100,1,3,A,JP8,2.954,2.954,2.954,2.954
SRC,01943A100,1,3,W,DF2,6.062,6.062,6.062,6.062
SRC,01943A100,1,3,W,MG1,0.323,0.323,0.323,0.323
SRC,01943A100,1,7,"","",4.759,0.2,0.113,0.072
SRC,01943A100,1,9,"","",0.056,0.056,0.056,0.056
SRC,01943A100,3,3,A,JP8,2.954,2.954,2.954,2.954
SRC,01943A100,3,3,W,DF2,6.738,6.738,6.738,6.738
SRC,01943A100,3,3,W,MG1,0.338,0.338,0.338,0.338
SRC,01943A100,3,7,"","",91.959,4.918,1.928,1.2
SRC,01943A100,3,9,"","",0.056,0.056,0.056,0.056
SRC,01943A200,1,3,A,JP8,2.756,2.756,2.756,2.756
SRC,01943A200,1,3,W,DF2,5.866,5.866,5.866,5.866
SRC,01943A200,1,3,W,MG1,0.301,0.301,0.301,0.301
SRC,01943A200,1,7,"","",4.469,0.187,0.105,0.067
SRC,01943A200,1,9,"","",0.057,0.057,0.057,0.057
SRC,01943A200,3,3,A,JP8,2.756,2.756,2.756,2.756
SRC,01943A200,3,3,W,DF2,6.488,6.488,6.488,6.488
SRC,01943A200,3,3,W,MG1,0.316,0.316,0.316,0.316
SRC,01943A200,3,7,"","",89.096,5.038,2.033,1.273
SRC,01943A200,3,9,"","",0.057,0.057,0.057,0.057
SRC,01943A300,1,3,A,JP8,3.578,3.578,3.578,3.578
SRC,01943A300,1,3,W,DF2,7,7,7,7
SRC,01943A300,1,3,W,MG1,0.391,0.391,0.391,0.391
SRC,01943A300,1,7,"","",5.466,0.242,0.137,0.087
SRC,01943A300,1,9,"","",0.068,0.068,0.068,0.068
SRC,01943A300,3,3,A,JP8,3.578,3.578,3.578,3.578
SRC,01943A300,3,3,W,DF2,7.801,7.801,7.801,7.801
SRC,01943A300,3,3,W,MG1,0.41,0.41,0.41,0.41
SRC,01943A300,3,7,"","",110.261,6.019,2.379,1.478
SRC,01943A300,3,9,"","",0.068,0.068,0.068,0.068
SRC,01943A400,1,3,A,JP8,2.595,2.595,2.595,2.595
SRC,01943A400,1,3,W,DF2,5.505,5.505,5.505,5.505
SRC,01943A400,1,3,W,MG1,0.284,0.284,0.284,0.284
SRC,01943A400,1,7,"","",4.131,0.176,0.099,0.063
SRC,01943A400,1,9,"","",0.054,0.054,0.054,0.054
SRC,01943A400,3,3,A,JP8,2.595,2.595,2.595,2.595
SRC,01943A400,3,3,W,DF2,6.081,6.081,6.081,6.081
SRC,01943A400,3,3,W,MG1,0.297,0.297,0.297,0.297
SRC,01943A400,3,7,"","",82.131,4.671,1.896,1.185
SRC,01943A400,3,9,"","",0.054,0.054,0.054,0.054
SRC,01945A100,1,3,A,JP8,2.259,2.259,2.259,2.259
SRC,01945A100,1,3,W,DF2,4.863,4.863,4.863,4.863
SRC,01945A100,1,3,W,MG1,0.631,0.631,0.631,0.631
SRC,01945A100,1,7,"","",3.809,0.151,0.085,0.053
SRC,01945A100,1,9,"","",0.049,0.049,0.049,0.049
SRC,01945A100,3,3,A,JP8,2.259,2.259,2.259,2.259
SRC,01945A100,3,3,W,DF2,5.339,5.339,5.339,5.339
SRC,01945A100,3,3,W,MG1,0.642,0.642,0.642,0.642
SRC,01945A100,3,7,"","",72.924,4.178,1.704,1.069
SRC,01945A100,3,9,"","",0.049,0.049,0.049,0.049
SRC,01945A200,1,3,A,JP8,2.278,2.278,2.278,2.278
SRC,01945A200,1,3,W,DF2,4.952,4.952,4.952,4.952
SRC,01945A200,1,3,W,MG1,0.638,0.638,0.638,0.638
SRC,01945A200,1,7,"","",3.874,0.153,0.085,0.054
SRC,01945A200,1,9,"","",0.05,0.05,0.05,0.05
SRC,01945A200,3,3,A,JP8,2.278,2.278,2.278,2.278
SRC,01945A200,3,3,W,DF2,5.462,5.462,5.462,5.462
SRC,01945A200,3,3,W,MG1,0.65,0.65,0.65,0.65
SRC,01945A200,3,7,"","",72.396,4.141,1.651,1.035
SRC,01945A200,3,9,"","",0.05,0.05,0.05,0.05
SRC,01945A300,1,3,A,JP8,2.549,2.549,2.549,2.549
SRC,01945A300,1,3,W,DF2,5.007,5.007,5.007,5.007
SRC,01945A300,1,3,W,MG1,1.374,1.374,1.374,1.374
SRC,01945A300,1,7,"","",4.511,0.17,0.095,0.06
SRC,01945A300,1,9,"","",0.051,0.051,0.051,0.051
SRC,01945A300,3,3,A,JP8,2.549,2.549,2.549,2.549
SRC,01945A300,3,3,W,DF2,5.549,5.549,5.549,5.549
SRC,01945A300,3,3,W,MG1,1.387,1.387,1.387,1.387
SRC,01945A300,3,7,"","",76.549,4.332,1.728,1.08
SRC,01945A300,3,9,"","",0.051,0.051,0.051,0.051
SRC,01945A400,1,3,A,JP8,2.341,2.341,2.341,2.341
SRC,01945A400,1,3,W,DF2,4.893,4.893,4.893,4.893
SRC,01945A400,1,3,W,MG1,0.661,0.661,0.661,0.661
SRC,01945A400,1,7,"","",4.063,0.157,0.088,0.055
SRC,01945A400,1,9,"","",0.05,0.05,0.05,0.05
SRC,01945A400,3,3,A,JP8,2.341,2.341,2.341,2.341
SRC,01945A400,3,3,W,DF2,5.389,5.389,5.389,5.389
SRC,01945A400,3,3,W,MG1,0.672,0.672,0.672,0.672
SRC,01945A400,3,7,"","",74.837,4.305,1.738,1.091
SRC,01945A400,3,9,"","",0.05,0.05,0.05,0.05
SRC,01946A000,1,3,W,DF2,0.915,0.915,0.915,0.915
SRC,01946A000,1,3,W,MG1,8.339,8.339,8.339,8.339
SRC,01946A000,1,7,"","",3.068,0,0,0
SRC,01946A000,1,9,"","",0.034,0.034,0.034,0.034
SRC,01946A000,3,3,W,DF2,0.847,0.847,0.847,0.847
SRC,01946A000,3,3,W,MG1,8.339,8.339,8.339,8.339
SRC,01946A000,3,7,"","",10.119,1.356,0.763,0.424
SRC,01946A000,3,9,"","",0.034,0.034,0.034,0.034
SRC,01946L000,1,3,W,DF2,1.25,1.25,1.25,1.25
SRC,01946L000,1,3,W,MG1,9.635,9.635,9.635,9.635
SRC,01946L000,1,7,"","",0.865,0,0,0
SRC,01946L000,1,9,"","",0.058,0.058,0.058,0.058
SRC,01946L000,3,3,W,DF2,1.231,1.231,1.231,1.231
SRC,01946L000,3,3,W,MG1,9.654,9.654,9.654,9.654
SRC,01946L000,3,7,"","",8.212,1.308,0.75,0.404
SRC,01946L000,3,9,"","",0.058,0.058,0.058,0.058
SRC,01947A100,1,3,A,JP8,2.984,2.984,2.984,2.984
SRC,01947A100,1,3,W,DF2,5.622,5.622,5.622,5.622
SRC,01947A100,1,3,W,MG1,0.326,0.326,0.326,0.326
SRC,01947A100,1,7,"","",4.855,0.202,0.114,0.073
SRC,01947A100,1,9,"","",0.052,0.052,0.052,0.052
SRC,01947A100,3,3,A,JP8,2.984,2.984,2.984,2.984
SRC,01947A100,3,3,W,DF2,6.28,6.28,6.28,6.28
SRC,01947A100,3,3,W,MG1,0.342,0.342,0.342,0.342
SRC,01947A100,3,7,"","",88.124,4.813,1.86,1.155
SRC,01947A100,3,9,"","",0.052,0.052,0.052,0.052
SRC,01947A200,1,3,A,JP8,2.224,2.224,2.224,2.224
SRC,01947A200,1,3,W,DF2,4.344,4.344,4.344,4.344
SRC,01947A200,1,3,W,MG1,0.236,0.236,0.236,0.236
SRC,01947A200,1,7,"","",3.622,0.151,0.085,0.054
SRC,01947A200,1,9,"","",0.042,0.042,0.042,0.042
SRC,01947A200,3,3,A,JP8,2.224,2.224,2.224,2.224
SRC,01947A200,3,3,W,DF2,4.799,4.799,4.799,4.799
SRC,01947A200,3,3,W,MG1,0.243,0.243,0.243,0.243
SRC,01947A200,3,7,"","",73.811,3.969,1.618,1.008
SRC,01947A200,3,9,"","",0.042,0.042,0.042,0.042
SRC,01947A300,1,3,A,JP8,2.215,2.215,2.215,2.215
SRC,01947A300,1,3,W,DF2,4.762,4.762,4.762,4.762
SRC,01947A300,1,3,W,MG1,0.242,0.242,0.242,0.242
SRC,01947A300,1,7,"","",3.423,0.15,0.085,0.054
SRC,01947A300,1,9,"","",0.046,0.046,0.046,0.046
SRC,01947A300,3,3,A,JP8,2.215,2.215,2.215,2.215
SRC,01947A300,3,3,W,DF2,5.262,5.262,5.262,5.262
SRC,01947A300,3,3,W,MG1,0.254,0.254,0.254,0.254
SRC,01947A300,3,7,"","",67.408,3.869,1.512,0.942
SRC,01947A300,3,9,"","",0.046,0.046,0.046,0.046
SRC,01947A400,1,3,A,JP8,2.341,2.341,2.341,2.341
SRC,01947A400,1,3,W,DF2,4.955,4.955,4.955,4.955
SRC,01947A400,1,3,W,MG1,0.256,0.256,0.256,0.256
SRC,01947A400,1,7,"","",3.679,0.159,0.089,0.057
SRC,01947A400,1,9,"","",0.049,0.049,0.049,0.049
SRC,01947A400,3,3,A,JP8,2.341,2.341,2.341,2.341
SRC,01947A400,3,3,W,DF2,5.431,5.431,5.431,5.431
SRC,01947A400,3,3,W,MG1,0.268,0.268,0.268,0.268
SRC,01947A400,3,7,"","",74.545,4.37,1.793,1.118
SRC,01947A400,3,9,"","",0.049,0.049,0.049,0.049
SRC,01947A500,1,3,A,JP8,2.102,2.102,2.102,2.102
SRC,01947A500,1,3,W,DF2,4.69,4.69,4.69,4.69
SRC,01947A500,1,3,W,MG1,0.23,0.23,0.23,0.23
SRC,01947A500,1,7,"","",3.332,0.142,0.08,0.051
SRC,01947A500,1,9,"","",0.044,0.044,0.044,0.044
SRC,01947A500,3,3,A,JP8,2.102,2.102,2.102,2.102
SRC,01947A500,3,3,W,DF2,5.146,5.146,5.146,5.146
SRC,01947A500,3,3,W,MG1,0.241,0.241,0.241,0.241
SRC,01947A500,3,7,"","",70.474,4.069,1.65,1.033
SRC,01947A500,3,9,"","",0.044,0.044,0.044,0.044
SRC,01947A600,1,3,A,JP8,2.259,2.259,2.259,2.259
SRC,01947A600,1,3,W,DF2,4.78,4.78,4.78,4.78
SRC,01947A600,1,3,W,MG1,0.247,0.247,0.247,0.247
SRC,01947A600,1,7,"","",3.596,0.153,0.086,0.055
SRC,01947A600,1,9,"","",0.047,0.047,0.047,0.047
SRC,01947A600,3,3,A,JP8,2.259,2.259,2.259,2.259
SRC,01947A600,3,3,W,DF2,5.239,5.239,5.239,5.239
SRC,01947A600,3,3,W,MG1,0.259,0.259,0.259,0.259
SRC,01947A600,3,7,"","",71.941,4.216,1.729,1.078
SRC,01947A600,3,9,"","",0.047,0.047,0.047,0.047
SRC,01947A700,1,3,A,JP8,2.295,2.295,2.295,2.295
SRC,01947A700,1,3,W,DF2,4.673,4.673,4.673,4.673
SRC,01947A700,1,3,W,MG1,0.251,0.251,0.251,0.251
SRC,01947A700,1,7,"","",4.151,0.155,0.088,0.056
SRC,01947A700,1,9,"","",0.044,0.044,0.044,0.044
SRC,01947A700,3,3,A,JP8,2.295,2.295,2.295,2.295
SRC,01947A700,3,3,W,DF2,5.207,5.207,5.207,5.207
SRC,01947A700,3,3,W,MG1,0.263,0.263,0.263,0.263
SRC,01947A700,3,7,"","",67.761,3.757,1.454,0.904
SRC,01947A700,3,9,"","",0.044,0.044,0.044,0.044
SRC,01947A800,1,3,A,JP8,2.37,2.37,2.37,2.37
SRC,01947A800,1,3,W,DF2,4.947,4.947,4.947,4.947
SRC,01947A800,1,3,W,MG1,0.259,0.259,0.259,0.259
SRC,01947A800,1,7,"","",4.07,0.16,0.091,0.058
SRC,01947A800,1,9,"","",0.045,0.045,0.045,0.045
SRC,01947A800,3,3,A,JP8,2.37,2.37,2.37,2.37
SRC,01947A800,3,3,W,DF2,5.469,5.469,5.469,5.469
SRC,01947A800,3,3,W,MG1,0.272,0.272,0.272,0.272
SRC,01947A800,3,7,"","",70.831,4.144,1.654,1.029
SRC,01947A800,3,9,"","",0.045,0.045,0.045,0.045
SRC,01947L200,1,3,A,JP8,4.82,4.82,4.82,4.82
SRC,01947L200,1,3,W,DF2,4.554,4.554,4.554,4.554
SRC,01947L200,1,3,W,MG1,0.528,0.528,0.528,0.528
SRC,01947L200,1,7,"","",2.702,0.164,0.089,0.059
SRC,01947L200,1,9,"","",0.089,0.089,0.089,0.089
SRC,01947L200,3,3,A,JP8,4.82,4.82,4.82,4.82
SRC,01947L200,3,3,W,DF2,5.03,5.03,5.03,5.03
SRC,01947L200,3,3,W,MG1,0.574,0.574,0.574,0.574
SRC,01947L200,3,7,"","",101.889,3.259,1.151,0.948
SRC,01947L200,3,9,"","",0.089,0.089,0.089,0.089
SRC,01947L800,1,3,A,JP8,4.696,4.696,4.696,4.696
SRC,01947L800,1,3,W,DF2,4.591,4.591,4.591,4.591
SRC,01947L800,1,3,W,MG1,0.514,0.514,0.514,0.514
SRC,01947L800,1,7,"","",2.725,0.16,0.086,0.058
SRC,01947L800,1,9,"","",0.083,0.083,0.083,0.083
SRC,01947L800,3,3,A,JP8,4.696,4.696,4.696,4.696
SRC,01947L800,3,3,W,DF2,4.994,4.994,4.994,4.994
SRC,01947L800,3,3,W,MG1,0.559,0.559,0.559,0.559
SRC,01947L800,3,7,"","",99.236,3.272,1.185,0.968
SRC,01947L800,3,9,"","",0.083,0.083,0.083,0.083
SRC,01947L900,1,3,A,JP8,6.255,6.255,6.255,6.255
SRC,01947L900,1,3,W,DF2,5.298,5.298,5.298,5.298
SRC,01947L900,1,3,W,MG1,0.268,0.268,0.268,0.268
SRC,01947L900,1,7,"","",4.217,0.166,0.094,0.06
SRC,01947L900,1,9,"","",0.094,0.094,0.094,0.094
SRC,01947L900,3,3,A,JP8,6.255,6.255,6.255,6.255
SRC,01947L900,3,3,W,DF2,5.851,5.851,5.851,5.851
SRC,01947L900,3,3,W,MG1,0.281,0.281,0.281,0.281
SRC,01947L900,3,7,"","",81.983,4.451,1.796,1.413
SRC,01947L900,3,9,"","",0.094,0.094,0.094,0.094
